,Estacion,Year,Mes,Valor_prom
2151,SABOYA LA GRANJA [24015360],1999,4,
2152,SABOYA LA GRANJA [24015360],1999,5,
2153,SABOYA LA GRANJA [24015360],1999,6,
2154,SABOYA LA GRANJA [24015360],1999,7,
2155,SABOYA LA GRANJA [24015360],1999,8,
2156,SABOYA LA GRANJA [24015360],1999,9,
2157,SABOYA LA GRANJA [24015360],1999,10,
2158,SABOYA LA GRANJA [24015360],1999,11,
2159,SABOYA LA GRANJA [24015360],1999,12,
2160,SABOYA LA GRANJA [24015360],2000,1,
2161,SABOYA LA GRANJA [24015360],2000,2,
2162,SABOYA LA GRANJA [24015360],2000,3,
2163,SABOYA LA GRANJA [24015360],2000,4,
2164,SABOYA LA GRANJA [24015360],2000,5,
2165,SABOYA LA GRANJA [24015360],2000,6,
2166,SABOYA LA GRANJA [24015360],2000,7,
2167,SABOYA LA GRANJA [24015360],2000,8,
2168,SABOYA LA GRANJA [24015360],2000,9,
2169,SABOYA LA GRANJA [24015360],2000,10,
2170,SABOYA LA GRANJA [24015360],2000,11,
2171,SABOYA LA GRANJA [24015360],2000,12,
2172,SABOYA LA GRANJA [24015360],2001,1,
2173,SABOYA LA GRANJA [24015360],2001,2,
2174,SABOYA LA GRANJA [24015360],2001,3,
2175,SABOYA LA GRANJA [24015360],2001,4,
2176,SABOYA LA GRANJA [24015360],2001,5,
2177,SABOYA LA GRANJA [24015360],2001,6,
2178,SABOYA LA GRANJA [24015360],2001,7,
2179,SABOYA LA GRANJA [24015360],2001,8,
2180,SABOYA LA GRANJA [24015360],2001,9,
2181,SABOYA LA GRANJA [24015360],2001,10,
2182,SABOYA LA GRANJA [24015360],2001,11,
2183,SABOYA LA GRANJA [24015360],2001,12,
2184,SABOYA LA GRANJA [24015360],2002,1,
2185,SABOYA LA GRANJA [24015360],2002,2,
2186,SABOYA LA GRANJA [24015360],2002,3,
2187,SABOYA LA GRANJA [24015360],2002,4,
2188,SABOYA LA GRANJA [24015360],2002,5,
2189,SABOYA LA GRANJA [24015360],2002,6,
2190,SABOYA LA GRANJA [24015360],2002,7,
2191,SABOYA LA GRANJA [24015360],2002,8,
2192,SABOYA LA GRANJA [24015360],2002,9,
2193,SABOYA LA GRANJA [24015360],2002,10,
2194,SABOYA LA GRANJA [24015360],2002,11,
2195,SABOYA LA GRANJA [24015360],2002,12,
2196,SABOYA LA GRANJA [24015360],2003,1,
2197,SABOYA LA GRANJA [24015360],2003,2,
2198,SABOYA LA GRANJA [24015360],2003,3,
2199,SABOYA LA GRANJA [24015360],2003,4,
2200,SABOYA LA GRANJA [24015360],2003,5,
2201,SABOYA LA GRANJA [24015360],2003,6,
2202,SABOYA LA GRANJA [24015360],2003,7,
2203,SABOYA LA GRANJA [24015360],2003,8,
2204,SABOYA LA GRANJA [24015360],2003,9,
2205,SABOYA LA GRANJA [24015360],2003,10,
2206,SABOYA LA GRANJA [24015360],2003,11,
2207,SABOYA LA GRANJA [24015360],2003,12,
2208,SABOYA LA GRANJA [24015360],2004,1,
2209,SABOYA LA GRANJA [24015360],2004,2,
2210,SABOYA LA GRANJA [24015360],2004,3,
2211,SABOYA LA GRANJA [24015360],2004,4,
2212,SABOYA LA GRANJA [24015360],2004,5,
2213,SABOYA LA GRANJA [24015360],2004,6,
2214,SABOYA LA GRANJA [24015360],2004,7,
2215,SABOYA LA GRANJA [24015360],2004,8,
2216,SABOYA LA GRANJA [24015360],2004,9,
2217,SABOYA LA GRANJA [24015360],2004,10,
2218,SABOYA LA GRANJA [24015360],2004,11,
2219,SABOYA LA GRANJA [24015360],2004,12,
2220,SABOYA LA GRANJA [24015360],2005,1,
2221,SABOYA LA GRANJA [24015360],2005,2,
2222,SABOYA LA GRANJA [24015360],2005,3,
2223,SABOYA LA GRANJA [24015360],2005,4,
2224,SABOYA LA GRANJA [24015360],2005,5,
2225,SABOYA LA GRANJA [24015360],2005,6,
2226,SABOYA LA GRANJA [24015360],2005,7,
2227,SABOYA LA GRANJA [24015360],2005,8,
2228,SABOYA LA GRANJA [24015360],2005,9,
2229,SABOYA LA GRANJA [24015360],2005,10,
2230,SABOYA LA GRANJA [24015360],2005,11,
2231,SABOYA LA GRANJA [24015360],2005,12,
2232,SABOYA LA GRANJA [24015360],2006,1,
2233,SABOYA LA GRANJA [24015360],2006,2,
2234,SABOYA LA GRANJA [24015360],2006,3,
2235,SABOYA LA GRANJA [24015360],2006,4,
2236,SABOYA LA GRANJA [24015360],2006,5,
2237,SABOYA LA GRANJA [24015360],2006,6,
2238,SABOYA LA GRANJA [24015360],2006,7,
2239,SABOYA LA GRANJA [24015360],2006,8,
2240,SABOYA LA GRANJA [24015360],2006,9,
2241,SABOYA LA GRANJA [24015360],2006,10,
2242,SABOYA LA GRANJA [24015360],2006,11,
2243,SABOYA LA GRANJA [24015360],2006,12,
2244,SABOYA LA GRANJA [24015360],2007,1,
2245,SABOYA LA GRANJA [24015360],2007,2,
2246,SABOYA LA GRANJA [24015360],2007,3,
2247,SABOYA LA GRANJA [24015360],2007,4,
2248,SABOYA LA GRANJA [24015360],2007,5,
2249,SABOYA LA GRANJA [24015360],2007,6,
2250,SABOYA LA GRANJA [24015360],2007,7,
2251,SABOYA LA GRANJA [24015360],2007,8,
2252,SABOYA LA GRANJA [24015360],2007,9,
2253,SABOYA LA GRANJA [24015360],2007,10,
2254,SABOYA LA GRANJA [24015360],2007,11,
2255,SABOYA LA GRANJA [24015360],2007,12,
2256,SABOYA LA GRANJA [24015360],2008,1,
2257,SABOYA LA GRANJA [24015360],2008,2,
2258,SABOYA LA GRANJA [24015360],2008,3,
2259,SABOYA LA GRANJA [24015360],2008,4,
2260,SABOYA LA GRANJA [24015360],2008,5,
2261,SABOYA LA GRANJA [24015360],2008,6,
2262,SABOYA LA GRANJA [24015360],2008,7,
2263,SABOYA LA GRANJA [24015360],2008,8,
2264,SABOYA LA GRANJA [24015360],2008,9,
2265,SABOYA LA GRANJA [24015360],2008,10,
2266,SABOYA LA GRANJA [24015360],2008,11,
2267,SABOYA LA GRANJA [24015360],2008,12,
2268,SABOYA LA GRANJA [24015360],2009,1,
2269,SABOYA LA GRANJA [24015360],2009,2,
2270,SABOYA LA GRANJA [24015360],2009,3,
2271,SABOYA LA GRANJA [24015360],2009,4,
2272,SABOYA LA GRANJA [24015360],2009,5,
2273,SABOYA LA GRANJA [24015360],2009,6,
2274,SABOYA LA GRANJA [24015360],2009,7,
2275,SABOYA LA GRANJA [24015360],2009,8,
2276,SABOYA LA GRANJA [24015360],2009,9,
2277,SABOYA LA GRANJA [24015360],2009,10,
2278,SABOYA LA GRANJA [24015360],2009,11,
2279,SABOYA LA GRANJA [24015360],2009,12,
2280,SABOYA LA GRANJA [24015360],2010,1,
2281,SABOYA LA GRANJA [24015360],2010,2,
2282,SABOYA LA GRANJA [24015360],2010,3,
2283,SABOYA LA GRANJA [24015360],2010,4,
2284,SABOYA LA GRANJA [24015360],2010,5,
2285,SABOYA LA GRANJA [24015360],2010,6,
2286,SABOYA LA GRANJA [24015360],2010,7,
2287,SABOYA LA GRANJA [24015360],2010,8,
2288,SABOYA LA GRANJA [24015360],2010,9,
2289,SABOYA LA GRANJA [24015360],2010,10,
2290,SABOYA LA GRANJA [24015360],2010,11,
2291,SABOYA LA GRANJA [24015360],2010,12,
2292,SABOYA LA GRANJA [24015360],2011,1,
2293,SABOYA LA GRANJA [24015360],2011,2,
2294,SABOYA LA GRANJA [24015360],2011,3,
2295,SABOYA LA GRANJA [24015360],2011,4,
2296,SABOYA LA GRANJA [24015360],2011,5,
2297,SABOYA LA GRANJA [24015360],2011,6,
2298,SABOYA LA GRANJA [24015360],2011,7,
2299,SABOYA LA GRANJA [24015360],2011,8,
2300,SABOYA LA GRANJA [24015360],2011,9,
2301,SABOYA LA GRANJA [24015360],2011,10,
2302,SABOYA LA GRANJA [24015360],2011,11,
2303,SABOYA LA GRANJA [24015360],2011,12,
2304,SABOYA LA GRANJA [24015360],2012,1,
2305,SABOYA LA GRANJA [24015360],2012,2,
2306,SABOYA LA GRANJA [24015360],2012,3,
2307,SABOYA LA GRANJA [24015360],2012,4,
2308,SABOYA LA GRANJA [24015360],2012,5,
2309,SABOYA LA GRANJA [24015360],2012,6,
2310,SABOYA LA GRANJA [24015360],2012,7,
2311,SABOYA LA GRANJA [24015360],2012,8,
2312,SABOYA LA GRANJA [24015360],2012,9,
2313,SABOYA LA GRANJA [24015360],2012,10,
2314,SABOYA LA GRANJA [24015360],2012,11,
2315,SABOYA LA GRANJA [24015360],2012,12,
2316,SABOYA LA GRANJA [24015360],2013,1,
2317,SABOYA LA GRANJA [24015360],2013,2,
2318,SABOYA LA GRANJA [24015360],2013,3,
2319,SABOYA LA GRANJA [24015360],2013,4,
2320,SABOYA LA GRANJA [24015360],2013,5,
2321,SABOYA LA GRANJA [24015360],2013,6,
2322,SABOYA LA GRANJA [24015360],2013,7,
2323,SABOYA LA GRANJA [24015360],2013,8,
2324,SABOYA LA GRANJA [24015360],2013,9,
2325,SABOYA LA GRANJA [24015360],2013,10,
2326,SABOYA LA GRANJA [24015360],2013,11,
2327,SABOYA LA GRANJA [24015360],2013,12,
2328,SABOYA LA GRANJA [24015360],2014,1,
2329,SABOYA LA GRANJA [24015360],2014,2,
2330,SABOYA LA GRANJA [24015360],2014,3,
2331,SABOYA LA GRANJA [24015360],2014,4,
2332,SABOYA LA GRANJA [24015360],2014,5,
2333,SABOYA LA GRANJA [24015360],2014,6,
2334,SABOYA LA GRANJA [24015360],2014,7,
2335,SABOYA LA GRANJA [24015360],2014,8,
2336,SABOYA LA GRANJA [24015360],2014,9,
2337,SABOYA LA GRANJA [24015360],2014,10,
2338,SABOYA LA GRANJA [24015360],2014,11,
2339,SABOYA LA GRANJA [24015360],2014,12,
2340,SABOYA LA GRANJA [24015360],2015,1,
2341,SABOYA LA GRANJA [24015360],2015,2,
2342,SABOYA LA GRANJA [24015360],2015,3,
2343,SABOYA LA GRANJA [24015360],2015,4,
2344,SABOYA LA GRANJA [24015360],2015,5,
2345,SABOYA LA GRANJA [24015360],2015,6,
2346,SABOYA LA GRANJA [24015360],2015,7,
2347,SABOYA LA GRANJA [24015360],2015,8,
2348,SABOYA LA GRANJA [24015360],2015,9,
2349,SABOYA LA GRANJA [24015360],2015,10,
2350,SABOYA LA GRANJA [24015360],2015,11,
2351,SABOYA LA GRANJA [24015360],2015,12,
2352,SABOYA LA GRANJA [24015360],2016,1,
2353,SABOYA LA GRANJA [24015360],2016,2,
2354,SABOYA LA GRANJA [24015360],2016,3,
2355,SABOYA LA GRANJA [24015360],2016,4,
2356,SABOYA LA GRANJA [24015360],2016,5,
2357,SABOYA LA GRANJA [24015360],2016,6,
2358,SABOYA LA GRANJA [24015360],2016,7,
2359,SABOYA LA GRANJA [24015360],2016,8,
2360,SABOYA LA GRANJA [24015360],2016,9,
2361,SABOYA LA GRANJA [24015360],2016,10,
2362,SABOYA LA GRANJA [24015360],2016,11,
2363,SABOYA LA GRANJA [24015360],2016,12,
2364,SABOYA LA GRANJA [24015360],2017,1,
2365,SABOYA LA GRANJA [24015360],2017,2,
2366,SABOYA LA GRANJA [24015360],2017,3,
2367,SABOYA LA GRANJA [24015360],2017,4,
2368,SABOYA LA GRANJA [24015360],2017,5,
2369,SABOYA LA GRANJA [24015360],2017,6,
2370,SABOYA LA GRANJA [24015360],2017,7,
2371,SABOYA LA GRANJA [24015360],2017,8,
2372,SABOYA LA GRANJA [24015360],2017,9,
2373,SABOYA LA GRANJA [24015360],2017,10,
2374,SABOYA LA GRANJA [24015360],2017,11,
2375,SABOYA LA GRANJA [24015360],2017,12,
2376,SABOYA LA GRANJA [24015360],2018,1,
2377,SABOYA LA GRANJA [24015360],2018,2,
2378,SABOYA LA GRANJA [24015360],2018,3,
2379,SABOYA LA GRANJA [24015360],2018,4,
2380,SABOYA LA GRANJA [24015360],2018,5,
2381,SABOYA LA GRANJA [24015360],2018,6,
2382,SABOYA LA GRANJA [24015360],2018,7,
2383,SABOYA LA GRANJA [24015360],2018,8,
2384,SABOYA LA GRANJA [24015360],2018,9,
2385,SABOYA LA GRANJA [24015360],2018,10,
2386,SABOYA LA GRANJA [24015360],2018,11,
2387,SABOYA LA GRANJA [24015360],2018,12,
2388,SABOYA LA GRANJA [24015360],2019,1,
2389,SABOYA LA GRANJA [24015360],2019,2,
2390,SABOYA LA GRANJA [24015360],2019,3,
2391,SABOYA LA GRANJA [24015360],2019,4,
2392,SABOYA LA GRANJA [24015360],2019,5,
2393,SABOYA LA GRANJA [24015360],2019,6,
2394,SABOYA LA GRANJA [24015360],2019,7,
2395,SABOYA LA GRANJA [24015360],2019,8,
2396,SABOYA LA GRANJA [24015360],2019,9,
2397,SABOYA LA GRANJA [24015360],2019,10,
2398,SABOYA LA GRANJA [24015360],2019,11,
2399,SABOYA LA GRANJA [24015360],2019,12,
2400,VELEZ GRANJA [24015270],1970,1,
2401,VELEZ GRANJA [24015270],1970,2,
2402,VELEZ GRANJA [24015270],1970,3,
2403,VELEZ GRANJA [24015270],1970,4,
2404,VELEZ GRANJA [24015270],1970,5,
2405,VELEZ GRANJA [24015270],1970,6,
2406,VELEZ GRANJA [24015270],1970,7,
2407,VELEZ GRANJA [24015270],1970,8,
2408,VELEZ GRANJA [24015270],1970,9,
2409,VELEZ GRANJA [24015270],1970,10,
2410,VELEZ GRANJA [24015270],1970,11,
2411,VELEZ GRANJA [24015270],1970,12,
2412,VELEZ GRANJA [24015270],1971,1,
2413,VELEZ GRANJA [24015270],1971,2,
2414,VELEZ GRANJA [24015270],1971,3,
2415,VELEZ GRANJA [24015270],1971,4,
2416,VELEZ GRANJA [24015270],1971,5,
2417,VELEZ GRANJA [24015270],1971,6,
2418,VELEZ GRANJA [24015270],1971,7,
2419,VELEZ GRANJA [24015270],1971,8,
2420,VELEZ GRANJA [24015270],1971,9,
2421,VELEZ GRANJA [24015270],1971,10,
2422,VELEZ GRANJA [24015270],1971,11,
2423,VELEZ GRANJA [24015270],1971,12,
2424,VELEZ GRANJA [24015270],1972,1,
2425,VELEZ GRANJA [24015270],1972,2,
2426,VELEZ GRANJA [24015270],1972,3,
2427,VELEZ GRANJA [24015270],1972,4,
2428,VELEZ GRANJA [24015270],1972,5,
2429,VELEZ GRANJA [24015270],1972,6,
2430,VELEZ GRANJA [24015270],1972,7,
2431,VELEZ GRANJA [24015270],1972,8,
2432,VELEZ GRANJA [24015270],1972,9,
2433,VELEZ GRANJA [24015270],1972,10,
2434,VELEZ GRANJA [24015270],1972,11,
2435,VELEZ GRANJA [24015270],1972,12,
2436,VELEZ GRANJA [24015270],1973,1,
2437,VELEZ GRANJA [24015270],1973,2,
2438,VELEZ GRANJA [24015270],1973,3,
2439,VELEZ GRANJA [24015270],1973,4,
2440,VELEZ GRANJA [24015270],1973,5,
2441,VELEZ GRANJA [24015270],1973,6,
2442,VELEZ GRANJA [24015270],1973,7,
2443,VELEZ GRANJA [24015270],1973,8,
2444,VELEZ GRANJA [24015270],1973,9,
2445,VELEZ GRANJA [24015270],1973,10,
2446,VELEZ GRANJA [24015270],1973,11,
2447,VELEZ GRANJA [24015270],1973,12,
2448,VELEZ GRANJA [24015270],1974,1,
2449,VELEZ GRANJA [24015270],1974,2,
2450,VELEZ GRANJA [24015270],1974,3,
2451,VELEZ GRANJA [24015270],1974,4,
2452,VELEZ GRANJA [24015270],1974,5,
2453,VELEZ GRANJA [24015270],1974,6,
2454,VELEZ GRANJA [24015270],1974,7,
2455,VELEZ GRANJA [24015270],1974,8,
2456,VELEZ GRANJA [24015270],1974,9,
2457,VELEZ GRANJA [24015270],1974,10,
2458,VELEZ GRANJA [24015270],1974,11,
2459,VELEZ GRANJA [24015270],1974,12,
2460,VELEZ GRANJA [24015270],1975,1,
2461,VELEZ GRANJA [24015270],1975,2,
2462,VELEZ GRANJA [24015270],1975,3,
2463,VELEZ GRANJA [24015270],1975,4,
2464,VELEZ GRANJA [24015270],1975,5,
2465,VELEZ GRANJA [24015270],1975,6,
2466,VELEZ GRANJA [24015270],1975,7,
2467,VELEZ GRANJA [24015270],1975,8,
2468,VELEZ GRANJA [24015270],1975,9,
2469,VELEZ GRANJA [24015270],1975,10,
2470,VELEZ GRANJA [24015270],1975,11,
2471,VELEZ GRANJA [24015270],1975,12,
2472,VELEZ GRANJA [24015270],1976,1,
2473,VELEZ GRANJA [24015270],1976,2,
2474,VELEZ GRANJA [24015270],1976,3,
2475,VELEZ GRANJA [24015270],1976,4,
2476,VELEZ GRANJA [24015270],1976,5,
2477,VELEZ GRANJA [24015270],1976,6,
2478,VELEZ GRANJA [24015270],1976,7,
2479,VELEZ GRANJA [24015270],1976,8,
2480,VELEZ GRANJA [24015270],1976,9,
2481,VELEZ GRANJA [24015270],1976,10,
2482,VELEZ GRANJA [24015270],1976,11,
2483,VELEZ GRANJA [24015270],1976,12,
2484,VELEZ GRANJA [24015270],1977,1,
2485,VELEZ GRANJA [24015270],1977,2,
2486,VELEZ GRANJA [24015270],1977,3,
2487,VELEZ GRANJA [24015270],1977,4,
2488,VELEZ GRANJA [24015270],1977,5,
2489,VELEZ GRANJA [24015270],1977,6,
2490,VELEZ GRANJA [24015270],1977,7,
2491,VELEZ GRANJA [24015270],1977,8,
2492,VELEZ GRANJA [24015270],1977,9,
2493,VELEZ GRANJA [24015270],1977,10,
2494,VELEZ GRANJA [24015270],1977,11,
2495,VELEZ GRANJA [24015270],1977,12,
2496,VELEZ GRANJA [24015270],1978,1,
2497,VELEZ GRANJA [24015270],1978,2,
2498,VELEZ GRANJA [24015270],1978,3,
2499,VELEZ GRANJA [24015270],1978,4,
2500,VELEZ GRANJA [24015270],1978,5,
2501,VELEZ GRANJA [24015270],1978,6,
2502,VELEZ GRANJA [24015270],1978,7,
2503,VELEZ GRANJA [24015270],1978,8,
2504,VELEZ GRANJA [24015270],1978,9,
2505,VELEZ GRANJA [24015270],1978,10,
2506,VELEZ GRANJA [24015270],1978,11,
2507,VELEZ GRANJA [24015270],1978,12,
2508,VELEZ GRANJA [24015270],1979,1,
2509,VELEZ GRANJA [24015270],1979,2,
2510,VELEZ GRANJA [24015270],1979,3,
2511,VELEZ GRANJA [24015270],1979,4,
2512,VELEZ GRANJA [24015270],1979,5,
2513,VELEZ GRANJA [24015270],1979,6,
2514,VELEZ GRANJA [24015270],1979,7,
2515,VELEZ GRANJA [24015270],1979,8,
2516,VELEZ GRANJA [24015270],1979,9,
2517,VELEZ GRANJA [24015270],1979,10,
2518,VELEZ GRANJA [24015270],1979,11,
2519,VELEZ GRANJA [24015270],1979,12,
2520,VELEZ GRANJA [24015270],1980,1,
2521,VELEZ GRANJA [24015270],1980,2,
2522,VELEZ GRANJA [24015270],1980,3,
2523,VELEZ GRANJA [24015270],1980,4,
2524,VELEZ GRANJA [24015270],1980,5,
2525,VELEZ GRANJA [24015270],1980,6,
2526,VELEZ GRANJA [24015270],1980,7,
2527,VELEZ GRANJA [24015270],1980,8,
2528,VELEZ GRANJA [24015270],1980,9,
2529,VELEZ GRANJA [24015270],1980,10,
2530,VELEZ GRANJA [24015270],1980,11,
2531,VELEZ GRANJA [24015270],1980,12,
2532,VELEZ GRANJA [24015270],1981,1,
2533,VELEZ GRANJA [24015270],1981,2,
2534,VELEZ GRANJA [24015270],1981,3,
2535,VELEZ GRANJA [24015270],1981,4,
2536,VELEZ GRANJA [24015270],1981,5,
2537,VELEZ GRANJA [24015270],1981,6,
2538,VELEZ GRANJA [24015270],1981,7,
2539,VELEZ GRANJA [24015270],1981,8,
2540,VELEZ GRANJA [24015270],1981,9,
2541,VELEZ GRANJA [24015270],1981,10,
2542,VELEZ GRANJA [24015270],1981,11,
2543,VELEZ GRANJA [24015270],1981,12,
2544,VELEZ GRANJA [24015270],1982,1,
2545,VELEZ GRANJA [24015270],1982,2,
2546,VELEZ GRANJA [24015270],1982,3,
2547,VELEZ GRANJA [24015270],1982,4,
2548,VELEZ GRANJA [24015270],1982,5,
2549,VELEZ GRANJA [24015270],1982,6,
2550,VELEZ GRANJA [24015270],1982,7,
2551,VELEZ GRANJA [24015270],1982,8,
2552,VELEZ GRANJA [24015270],1982,9,
2553,VELEZ GRANJA [24015270],1982,10,
2554,VELEZ GRANJA [24015270],1982,11,
2555,VELEZ GRANJA [24015270],1982,12,
2556,VELEZ GRANJA [24015270],1983,1,
2557,VELEZ GRANJA [24015270],1983,2,
2558,VELEZ GRANJA [24015270],1983,3,
2559,VELEZ GRANJA [24015270],1983,4,
2560,VELEZ GRANJA [24015270],1983,5,
2561,VELEZ GRANJA [24015270],1983,6,
2562,VELEZ GRANJA [24015270],1983,7,
2563,VELEZ GRANJA [24015270],1983,8,
2564,VELEZ GRANJA [24015270],1983,9,
2565,VELEZ GRANJA [24015270],1983,10,
2566,VELEZ GRANJA [24015270],1983,11,
2567,VELEZ GRANJA [24015270],1983,12,
2568,VELEZ GRANJA [24015270],1984,1,
2569,VELEZ GRANJA [24015270],1984,2,
2570,VELEZ GRANJA [24015270],1984,3,
2571,VELEZ GRANJA [24015270],1984,4,
2572,VELEZ GRANJA [24015270],1984,5,
2573,VELEZ GRANJA [24015270],1984,6,
2574,VELEZ GRANJA [24015270],1984,7,
2575,VELEZ GRANJA [24015270],1984,8,
2576,VELEZ GRANJA [24015270],1984,9,
2577,VELEZ GRANJA [24015270],1984,10,
2578,VELEZ GRANJA [24015270],1984,11,
2579,VELEZ GRANJA [24015270],1984,12,
2580,VELEZ GRANJA [24015270],1985,1,
2581,VELEZ GRANJA [24015270],1985,2,
2582,VELEZ GRANJA [24015270],1985,3,
2583,VELEZ GRANJA [24015270],1985,4,
2584,VELEZ GRANJA [24015270],1985,5,
2585,VELEZ GRANJA [24015270],1985,6,
2586,VELEZ GRANJA [24015270],1985,7,
2587,VELEZ GRANJA [24015270],1985,8,
2588,VELEZ GRANJA [24015270],1985,9,
2589,VELEZ GRANJA [24015270],1985,10,
2590,VELEZ GRANJA [24015270],1985,11,
2591,VELEZ GRANJA [24015270],1985,12,
2592,VELEZ GRANJA [24015270],1986,1,
2593,VELEZ GRANJA [24015270],1986,2,
2594,VELEZ GRANJA [24015270],1986,3,
2595,VELEZ GRANJA [24015270],1986,4,
2596,VELEZ GRANJA [24015270],1986,5,
2597,VELEZ GRANJA [24015270],1986,6,
2598,VELEZ GRANJA [24015270],1986,7,
2599,VELEZ GRANJA [24015270],1986,8,
2600,VELEZ GRANJA [24015270],1986,9,
2601,VELEZ GRANJA [24015270],1986,10,
2602,VELEZ GRANJA [24015270],1986,11,
2603,VELEZ GRANJA [24015270],1986,12,
2604,VELEZ GRANJA [24015270],1987,1,
2605,VELEZ GRANJA [24015270],1987,2,
2606,VELEZ GRANJA [24015270],1987,3,
2607,VELEZ GRANJA [24015270],1987,4,
2608,VELEZ GRANJA [24015270],1987,5,
2609,VELEZ GRANJA [24015270],1987,6,
2610,VELEZ GRANJA [24015270],1987,7,
2611,VELEZ GRANJA [24015270],1987,8,
2612,VELEZ GRANJA [24015270],1987,9,
2613,VELEZ GRANJA [24015270],1987,10,
2614,VELEZ GRANJA [24015270],1987,11,
2615,VELEZ GRANJA [24015270],1987,12,
2616,VELEZ GRANJA [24015270],1988,1,
2617,VELEZ GRANJA [24015270],1988,2,
2618,VELEZ GRANJA [24015270],1988,3,
2619,VELEZ GRANJA [24015270],1988,4,
2620,VELEZ GRANJA [24015270],1988,5,
2621,VELEZ GRANJA [24015270],1988,6,
2622,VELEZ GRANJA [24015270],1988,7,
2623,VELEZ GRANJA [24015270],1988,8,
2624,VELEZ GRANJA [24015270],1988,9,
2625,VELEZ GRANJA [24015270],1988,10,
2626,VELEZ GRANJA [24015270],1988,11,
2627,VELEZ GRANJA [24015270],1988,12,
2628,VELEZ GRANJA [24015270],1989,1,
2629,VELEZ GRANJA [24015270],1989,2,
2630,VELEZ GRANJA [24015270],1989,3,
2631,VELEZ GRANJA [24015270],1989,4,
2632,VELEZ GRANJA [24015270],1989,5,
2633,VELEZ GRANJA [24015270],1989,6,
2634,VELEZ GRANJA [24015270],1989,7,
2635,VELEZ GRANJA [24015270],1989,8,
2636,VELEZ GRANJA [24015270],1989,9,
2637,VELEZ GRANJA [24015270],1989,10,
2638,VELEZ GRANJA [24015270],1989,11,
2639,VELEZ GRANJA [24015270],1989,12,
2640,VELEZ GRANJA [24015270],1990,1,
2641,VELEZ GRANJA [24015270],1990,2,
2642,VELEZ GRANJA [24015270],1990,3,
2643,VELEZ GRANJA [24015270],1990,4,
2644,VELEZ GRANJA [24015270],1990,5,
2645,VELEZ GRANJA [24015270],1990,6,
2646,VELEZ GRANJA [24015270],1990,7,
2647,VELEZ GRANJA [24015270],1990,8,
2648,VELEZ GRANJA [24015270],1990,9,
2649,VELEZ GRANJA [24015270],1990,10,
2650,VELEZ GRANJA [24015270],1990,11,
2651,VELEZ GRANJA [24015270],1990,12,
2652,VELEZ GRANJA [24015270],1991,1,
2653,VELEZ GRANJA [24015270],1991,2,
2654,VELEZ GRANJA [24015270],1991,3,
2655,VELEZ GRANJA [24015270],1991,4,
2656,VELEZ GRANJA [24015270],1991,5,
2657,VELEZ GRANJA [24015270],1991,6,
2658,VELEZ GRANJA [24015270],1991,7,
2659,VELEZ GRANJA [24015270],1991,8,
2660,VELEZ GRANJA [24015270],1991,9,
2661,VELEZ GRANJA [24015270],1991,10,
2662,VELEZ GRANJA [24015270],1991,11,
2663,VELEZ GRANJA [24015270],1991,12,
2664,VELEZ GRANJA [24015270],1992,1,
2665,VELEZ GRANJA [24015270],1992,2,
2666,VELEZ GRANJA [24015270],1992,3,
2667,VELEZ GRANJA [24015270],1992,4,
2668,VELEZ GRANJA [24015270],1992,5,
2669,VELEZ GRANJA [24015270],1992,6,
2670,VELEZ GRANJA [24015270],1992,7,
2671,VELEZ GRANJA [24015270],1992,8,
2672,VELEZ GRANJA [24015270],1992,9,
2673,VELEZ GRANJA [24015270],1992,10,
2674,VELEZ GRANJA [24015270],1992,11,
2675,VELEZ GRANJA [24015270],1992,12,
2676,VELEZ GRANJA [24015270],1993,1,
2677,VELEZ GRANJA [24015270],1993,2,
2678,VELEZ GRANJA [24015270],1993,3,
2679,VELEZ GRANJA [24015270],1993,4,
2680,VELEZ GRANJA [24015270],1993,5,
2681,VELEZ GRANJA [24015270],1993,6,
2682,VELEZ GRANJA [24015270],1993,7,
2683,VELEZ GRANJA [24015270],1993,8,
2684,VELEZ GRANJA [24015270],1993,9,
2685,VELEZ GRANJA [24015270],1993,10,
2686,VELEZ GRANJA [24015270],1993,11,
2687,VELEZ GRANJA [24015270],1993,12,
2688,VELEZ GRANJA [24015270],1994,1,
2689,VELEZ GRANJA [24015270],1994,2,
2690,VELEZ GRANJA [24015270],1994,3,
2691,VELEZ GRANJA [24015270],1994,4,
2692,VELEZ GRANJA [24015270],1994,5,
2693,VELEZ GRANJA [24015270],1994,6,
2694,VELEZ GRANJA [24015270],1994,7,
2695,VELEZ GRANJA [24015270],1994,8,
2696,VELEZ GRANJA [24015270],1994,9,
2697,VELEZ GRANJA [24015270],1994,10,
2698,VELEZ GRANJA [24015270],1994,11,
2699,VELEZ GRANJA [24015270],1994,12,
2700,VELEZ GRANJA [24015270],1995,1,
2701,VELEZ GRANJA [24015270],1995,2,
2702,VELEZ GRANJA [24015270],1995,3,
2703,VELEZ GRANJA [24015270],1995,4,
2704,VELEZ GRANJA [24015270],1995,5,
2705,VELEZ GRANJA [24015270],1995,6,
2706,VELEZ GRANJA [24015270],1995,7,
2707,VELEZ GRANJA [24015270],1995,8,
2708,VELEZ GRANJA [24015270],1995,9,
2709,VELEZ GRANJA [24015270],1995,10,
2710,VELEZ GRANJA [24015270],1995,11,
2711,VELEZ GRANJA [24015270],1995,12,
